id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,zip_codes
8HkB3JfIj7_g-MN5ujoRig,grand-central-terminal-new-york,Grand Central Terminal,https://s3-media3.fl.yelpcdn.com/bphoto/t9Pl11kD4bs9J3AJRJlHyQ/o.jpg,False,https://www.yelp.com/biz/grand-central-terminal-new-york?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1393,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'trainstations', 'title': 'Train Stations'}]",4.5,"{'latitude': 40.752793, 'longitude': -73.977165}",[],,"{'address1': '89 E 42nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['89 E 42nd St', 'New York, NY 10017']}",+12123402583,(212) 340-2583,555.3700879863596,10017
7EaiwMVaNdQibSs0yYkE5Q,sushi-yasuda-new-york,Sushi Yasuda,https://s3-media1.fl.yelpcdn.com/bphoto/z6GvhobHxGaKtpfXBFd5Lg/o.jpg,False,https://www.yelp.com/biz/sushi-yasuda-new-york?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,2114,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.75113, 'longitude': -73.97347}",[],$$$,"{'address1': '204 E 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['204 E 43rd St', 'New York, NY 10017']}",+12129721001,(212) 972-1001,257.6957429770726,10017
7iY35991NhQ1AShJZCNZgA,sakagura-new-york,Sakagura,https://s3-media4.fl.yelpcdn.com/bphoto/f-Z182ojMUKsP9qamFfXRQ/o.jpg,False,https://www.yelp.com/biz/sakagura-new-york?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1781,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.7516467024541, 'longitude': -73.9729489318165}",[],$$$,"{'address1': '211 E 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['211 E 43rd St', 'New York, NY 10017']}",+12129537253,(212) 953-7253,315.5008847523367,10017
xEnNFXtMLDF5kZDxfaCJgA,the-halal-guys-new-york-2,The Halal Guys,https://s3-media1.fl.yelpcdn.com/bphoto/24lb-VP2zVySsY9cq45ETw/o.jpg,False,https://www.yelp.com/biz/the-halal-guys-new-york-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,9296,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"{'latitude': 40.761854, 'longitude': -73.979363}",[],$,"{'address1': 'W 53rd St 6th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['W 53rd St 6th Ave', 'New York, NY 10019']}",,,1540.6336092772328,10019
c3eMI4_o4dPDDhPV_ibBYQ,ess-a-bagel-new-york,Ess-a-Bagel,https://s3-media1.fl.yelpcdn.com/bphoto/yt3JyNOwoSOmeyPXza6O7w/o.jpg,False,https://www.yelp.com/biz/ess-a-bagel-new-york?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,3549,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,"{'latitude': 40.756300559255, 'longitude': -73.9703701025162}","['delivery', 'pickup']",$,"{'address1': '831 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['831 3rd Ave', 'New York, NY 10022']}",+12129801010,(212) 980-1010,865.3613796769449,10022
oTkzgr7hzOAdlP99Auj3GQ,momosan-ramen-and-sake-new-york-2,Momosan Ramen & Sake,https://s3-media1.fl.yelpcdn.com/bphoto/Z6hFFtvLlEIf5SqwxckvmQ/o.jpg,False,https://www.yelp.com/biz/momosan-ramen-and-sake-new-york-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1623,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 40.74993, 'longitude': -73.97746}",[],$$,"{'address1': '342 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['342 Lexington Ave', 'New York, NY 10016']}",+16462015529,(646) 201-5529,383.19389949784585,10016
ryvBsB9FrBBZDak87iGS1w,the-seafire-grill-new-york-4,The Seafire Grill,https://s3-media1.fl.yelpcdn.com/bphoto/XfmiprKBLVpP5ukKd1GnrA/o.jpg,False,https://www.yelp.com/biz/the-seafire-grill-new-york-4?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1260,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.7547012104496, 'longitude': -73.972255513072}",[],$$$,"{'address1': '158 E 48th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['158 E 48th St', 'New York, NY 10017']}",+12129353785,(212) 935-3785,659.156111693474,10017
C-8mGN7lt5rIraO5n-15ug,the-smith-new-york-2,The Smith,https://s3-media1.fl.yelpcdn.com/bphoto/fGAZCdyPI8qil5boCzidBA/o.jpg,False,https://www.yelp.com/biz/the-smith-new-york-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,2595,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.755165, 'longitude': -73.967868}","['delivery', 'pickup']",$$,"{'address1': '956 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['956 2nd Ave', 'New York, NY 10022']}",+12126442700,(212) 644-2700,835.9060685490193,10022
j1S3NUrkB3BVT49n_e76NQ,best-bagel-and-coffee-new-york,Best Bagel & Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/9-8DVzhwfzFS5GUCq3O6NA/o.jpg,False,https://www.yelp.com/biz/best-bagel-and-coffee-new-york?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,3256,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7522683, 'longitude': -73.9910861}",[],$,"{'address1': '225 W 35th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['225 W 35th St', 'New York, NY 10001']}",+12125644409,(212) 564-4409,1556.5603853683526,10001
WHRHK3S1mQc3PmhwsGRvbw,bibble-and-sip-new-york-2,Bibble & Sip,https://s3-media2.fl.yelpcdn.com/bphoto/jf84Chsb5Ng76BdwMgLZsw/o.jpg,False,https://www.yelp.com/biz/bibble-and-sip-new-york-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,4746,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.76282, 'longitude': -73.98518}",[],$,"{'address1': '253 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['253 W 51st St', 'New York, NY 10019']}",+16466495116,(646) 649-5116,1856.4809197069692,10019
